observable;cc;tags;description
atomstutor.com;;exploit|malware;phishing
ausweb1.streamline-servers.com;;exploit|malware;phishing
autosknowledge.com;;exploit|malware;phishing
avalonnw.com;;exploit|malware;phishing
bartechsystems.ca;;exploit|malware;phishing
bdaffiliates.co;;exploit|malware;phishing
beautifulbeneathgh.com;;exploit|malware;phishing
bellevuemanorafh.victorpopa.com;;exploit|malware;phishing
beltbonusandreview.com;;exploit|malware;phishing
binaryonlinewealth.com;;exploit|malware;phishing
blog.berniagabagus.com;;exploit|malware;phishing
cancellationpayment-transaction.com;;exploit|malware;phishing
casadeyagil.com;;exploit|malware;phishing
cielopromocoes.hol.es;;exploit|malware;phishing
client.spalot.com;;exploit|malware;phishing
continue-to-notification-facebook.com.maleeltd.com;;exploit|malware;phishing
copybinaryprofits.com;;exploit|malware;phishing
donusenkobi.com;;exploit|malware;phishing
doublewq.com;;exploit|malware;phishing
d-vinesolutions.co.za;;exploit|malware;phishing
elitecardecor.com;;exploit|malware;phishing
e-varnava.ru;;exploit|malware;phishing
fix-canada.ga;;exploit|malware;phishing
global-entropy.com;;exploit|malware;phishing
icgauth-bhapa.fr;;exploit|malware;phishing
iexploremalaysia.com;;exploit|malware;phishing
interac.toront-hydro.com;;exploit|malware;phishing
internetwealthmagic.com;;exploit|malware;phishing
inv-compte-assurecle.prodmsminf.com;;exploit|malware;phishing
jailanta-asli.com;;exploit|malware;phishing
jamespatrickgibson.net;;exploit|malware;phishing
kadiyles.ru;;exploit|malware;phishing
klaumonforma.com.br;;exploit|malware;phishing
kosmosbrands.com;;exploit|malware;phishing
laquincaillerieduweb.com;;exploit|malware;phishing
lenamasterica.ru;;exploit|malware;phishing
mabanque-bnparibas-fr.info;;exploit|malware;phishing
mananats.beget.tech;;exploit|malware;phishing
mediacolor-transfer.de;;exploit|malware;phishing
mydocumentscontents123.info;;exploit|malware;phishing
ni1533681-1.web13.nitrado.hosting;;exploit|malware;phishing
ni1533690-1.web05.nitrado.hosting;;exploit|malware;phishing
orangefacture.maitrepx.beget.tech;;exploit|malware;phishing
paypal.com.websapss109851.disputesecureaccount.cf;;exploit|malware;phishing
photosynthesis.sg;;exploit|malware;phishing
radiofunik.fr;;exploit|malware;phishing
selesho.co.za;;exploit|malware;phishing
stroy-asfalt.com.ua;;exploit|malware;phishing
support-team-staff.tk;;exploit|malware;phishing
tanglike.top;;exploit|malware;phishing
test-support122.ml;;exploit|malware;phishing
teyanatayloronline.com;;exploit|malware;phishing
theelmsindooroopilly.com.au;;exploit|malware;phishing
trekwithcraig.com;;exploit|malware;phishing
triztech.com.my;;exploit|malware;phishing
unibanco-sa-30horas-app.com;;exploit|malware;phishing
unternehmernetzwerk.de;;exploit|malware;phishing
uomanhterax.org;;exploit|malware;phishing
userproplugin.com;;exploit|malware;phishing
zabouromek.hol.es;;exploit|malware;phishing
zack.ir;;exploit|malware;phishing
zz166039.myjino.ru;;exploit|malware;phishing
chaorenxin.com;;exploit|malware;emotet
www.hindijokesonline.co.in;;exploit|malware;emotet
jonathanhaehn.com;;exploit|malware;emotet
www.straight-up.ca;;exploit|malware;emotet
app2secure-accountsverify-webappid.com;;exploit|malware;phishing
apps-accverifyppl51293.com;;exploit|malware;phishing
confirm-accessinfo.com;;exploit|malware;phishing
denizbank-bonus-islem.club;;exploit|malware;phishing
facturaciondeservicioapple-id7956.com;;exploit|malware;phishing
halkbank-subebireysel.com;;exploit|malware;phishing
halkmobilsubemiz.com;;exploit|malware;phishing
icloud-id.cloud;;exploit|malware;phishing
mipagoservicio.com;;exploit|malware;phishing
myaccountsinvoiceactivity.com;;exploit|malware;phishing
myapple-identity.com;;exploit|malware;phishing
myethearwallet.org;;exploit|malware;phishing
notif-confirm-invoice-j54h.info;;exploit|malware;phishing
oncom-info.com;;exploit|malware;phishing
safety-summary.online;;exploit|malware;phishing
scurevpntunel01.top;;exploit|malware;phishing
secure-check-your-payment.com;;exploit|malware;phishing
security-apple.co.uk;;exploit|malware;phishing
serviceprotction-orderedreciptssnootice.com;;exploit|malware;phishing
servicess-ettingsaccountcancelationorders.com;;exploit|malware;phishing
srever-summary.com;;exploit|malware;phishing
ziraat-internetsubeciligi.com;;exploit|malware;phishing
acikdeniz-denizbanka.com;;exploit|malware;suspicious
bank.wellsbankingsecurelogin.com;;exploit|malware;suspicious
lrstnname.net;;exploit|malware;suspicious
maclearacuri.com;;exploit|malware;suspicious
pavpal.com-accsid0890219manage-accnt.info;;exploit|malware;phishing
torereach.net;;exploit|malware;suspicious
account1lmited.ga;;exploit|malware;phishing
apex.wecleanoklahoma.com;;exploit|malware;phishing
capstoneresidencesug.com;;exploit|malware;phishing
directory.retirementloft.com;;exploit|malware;phishing
dsignfurniture.com;;exploit|malware;phishing
elitedigital2017.com;;exploit|malware;phishing
emergenciascomfye.com;;exploit|malware;phishing
eu-maps.info;;exploit|malware;phishing
gioficinakids.com.br;;exploit|malware;phishing
jayavanchacabs.com;;exploit|malware;phishing
larosashop.bid;;exploit|malware;phishing
linksnip.com;;exploit|malware;phishing
mamajigraphics.co.in;;exploit|malware;phishing
nexisicurezza.com;;exploit|malware;phishing
patenaudeassociates.com;;exploit|malware;phishing
rafaga7v.beget.tech;;exploit|malware;phishing
ravintolamaisteri.fi;;exploit|malware;phishing
rkadint.com;;exploit|malware;phishing
shadevenezuela.com.ve;;exploit|malware;phishing
sicherheitsauthentifizierung-paymentwall.site;;exploit|malware;phishing
store4everything.com;;exploit|malware;phishing
tanjimenterprise.com;;exploit|malware;phishing
thedragon.biz;;exploit|malware;phishing
update-account.wellsfargo.optimumcash.net;;exploit|malware;phishing
worldviewsproject.com;;exploit|malware;phishing
accountinforamtions-secure-appleid.com;;exploit|malware;phishing
adminfbl.beget.tech;;exploit|malware;phishing
instagram-logout.com;;exploit|malware;phishing
isceponlinesube.com;;exploit|malware;phishing
myetherwallet0.com;;exploit|malware;phishing
security-facebook-account.com;;exploit|malware;phishing
supporlv.beget.tech;;exploit|malware;phishing
us-service.info;;exploit|malware;phishing
verify.payappconfirmation.com;;exploit|malware;phishing
ziraatdefirsatlar.com;;exploit|malware;phishing
90190.com;;exploit|malware;emotet
ceotto.fr;;exploit|malware;emotet
chargenetwork.ir;;exploit|malware;emotet
comcomsystems.com;;exploit|malware;emotet
crdu.shmu.ac.ir;;exploit|malware;emotet
dantino.org;;exploit|malware;emotet
elxleben-an-der-gera.de;;exploit|malware;emotet
hasiba.com.ua;;exploit|malware;emotet
hnacpc.com;;exploit|malware;emotet
kt.garcom.kz;;exploit|malware;emotet
maratonianos.es;;exploit|malware;emotet
norwid.eu;;exploit|malware;emotet
sannarcisozambales.com;;exploit|malware;emotet
savingforshelter.com;;exploit|malware;emotet
sima-mehta.com;;exploit|malware;emotet
accounts-adworlds.info;;exploit|malware;phishing
acikdeniz.denizbankbireyselbankacilik.com;;exploit|malware;phishing
app-store-chekmyaccounttoserverapplesecurityserver.verifed-site.com;;exploit|malware;phishing
chekmyacount.com;;exploit|malware;phishing
facebook-mobile.site;;exploit|malware;phishing
halkbankhibe.com;;exploit|malware;phishing
halkbank-internetbank.com;;exploit|malware;phishing
halkbireysl.com;;exploit|malware;phishing
nrservicesgroup.com;;exploit|malware;phishing
radio-online-gratis-roma-e-milano.theworkpc.com;;exploit|malware;phishing
servtcuentas-seguracinformaciontsvtf.com;;exploit|malware;phishing
automair.com;;exploit|malware;phishing
charlottejensen.dk;;exploit|malware;phishing
forrentargentina.com.ar;;exploit|malware;phishing
freshbike.de;;exploit|malware;phishing
herros-suplindo.co.id;;exploit|malware;phishing
microsoft-office-36563.webnode.com;;exploit|malware;phishing
pacificspraybooths.com.au.secureserverdocumentaccountonline.com.sellclerk.com;;exploit|malware;phishing
paczkadhl.info;;exploit|malware;phishing
paypal-specntionfo-com-a85n19n19025n18b5912n024n.kamummarjinal.com;;exploit|malware;phishing
paypal.verification.sirenfilm.co.uk;;exploit|malware;phishing
richbtc4u.com;;exploit|malware;phishing
storplast.com.ua;;exploit|malware;phishing
yarilo-club.ru;;exploit|malware;phishing
barmitzvahswag.com;;exploit|malware;malware
qenwejatqsg.pw;;exploit|malware;botnet
support-37rk7.stream;;exploit|malware;malware
umnalalobae.com;;exploit|malware;suspicious
yvpewdlid.com;;exploit|malware;botnet
03383bd.netsolhost.com;;exploit|malware;phishing
anime-revolution.info;;exploit|malware;phishing
inovasitehost.com.br;;exploit|malware;phishing
johanbrekka.no;;exploit|malware;phishing
northernfarm-1996.com;;exploit|malware;phishing
securelogin.here.att.thysseankrupp.com;;exploit|malware;phishing
vanillagroup.in;;exploit|malware;phishing
vksurf.zzz.com.ua;;exploit|malware;phishing
dezavan.ir;;exploit|malware;phishing
facebook0067.webnode.com;;exploit|malware;phishing
avto-concorde.ru;;exploit|malware;botnet
autosegurancabrasil.com;;exploit|malware;phishing
tei.portal.crockerandwestridge.com;;exploit|malware;phishing
tonyyeo.com;;exploit|malware;phishing
update-apple.com.betawihosting.net;;exploit|malware;phishing
hryspap.cn;;exploit|malware;attackpage
globalnursesonline.com;;exploit|malware;attackpage
jdsemnan.ac.ir;;exploit|malware;attackpage
pizzotti.net;;exploit|malware;malspam
festival.cocobau.com;;exploit|malware;attackpage
0000mps.webpreview.dsl.net;;exploit|malware;malicious
www.prjcode.com;;exploit|malware;malicious
helpformedicalbills.com;;exploit|malware;attackpage
www.thoosje.com;;exploit|malware;malware
alchenomy.com;;exploit|malware;malicious
www.qqkabb.com;;exploit|malware;malicious
gunibox.com;;exploit|malware;attackpage
ifix8.com;;exploit|malware;malicious
csbjkj.com;;exploit|malware;malicious
s8s8s8.com;;exploit|malware;malicious
okboobs.com;;exploit|malware;attackpage
stroyeq.ru;;exploit|malware;attackpage
cheshirehockey.com;;exploit|malware;attackpage
falconexport.com;;exploit|malware;attackpage
agwoan.com;;exploit|malware;malicious
blog.3kingsclothing.com;;exploit|malware;malicious
jerkstore.dk;;exploit|malware;attackpage
noviasconglamourenparla.es;;exploit|malware;malicious
yesteam.org.in;;exploit|malware;malicious
architectchurch.com;;exploit|malware;highrisk
asiaok.net;;exploit|malware;attackpage
deltagroup.kz;;exploit|malware;malicious
paradisulcopiilortargoviste.ro;;exploit|malware;malicious
bbpama.com;;exploit|malware;cookiebomb
thomchotte.com;;exploit|malware;malicious
gen-ever.com;;exploit|malware;malicious
reglasti.com;;exploit|malware;malware
fancycake.net;;exploit|malware;trojan
neglite.com;;exploit|malware;attackpage
verfer.com;;exploit|malware;attackpage
vasfagah.ru;;exploit|malware;redirect
lifenetusa.com;;exploit|malware;bhexploitkit
homecraftfurniture.com;;exploit|malware;attackpage
liberated.org;;exploit|malware;malicious
downflvplayer.com;;exploit|malware;malvertising
haphuongfoundation.net;;exploit|malware;maliciousjs
downloadespe.com;;exploit|malware;malvertising
helpkaden.org;;exploit|malware;attackpage
augami.net;;exploit|malware;attackpage
torvaldscallthat.info;;exploit|malware;maliciousjs
4chan-tube.on.nimp.org;;exploit|malware;attackpage
aaa520.izlinix.com;;exploit|malware;attackpage
alcoenterprises.com;;exploit|malware;attackpage
amskrupajal.org;;exploit|malware;attackpage
kafebuhara.ru;;exploit|malware;attackpage
img.securesoft.info;;exploit|malware;attackpage
mpif.eu;;exploit|malware;attackpage
interstitial.powered-by.securesoft.info;;exploit|malware;attackpage
techlivegen.com;;exploit|malware;attackpage
animeonline.net;;exploit|malware;attackpage
zzha.net;;exploit|malware;attackpage
divecatalina.com;;exploit|malware;attackpage
otdacham.ru;;exploit|malware;malicious
rockleadesign.com;;exploit|malware;malicious
www.ydhyjy.com;;exploit|malware;malicious
www.tourindia.in;;exploit|malware;malicious
senrima.ru;;exploit|malware;attackpage
school-bgd.ru;;exploit|malware;malicious
newware10.craa-club.com;;exploit|malware;malicious
888888kk.com;;exploit|malware;malicious
tracking.checkmygirlfriend.net;;exploit|malware;malicious
ifindwholesale.com;;exploit|malware;attackpage
redhotdirectory.com;;exploit|malware;attackpage
ttb.lpcloudsvr302.com;;exploit|malware;attackpage
uxtop.ru;;exploit|malware;attackpage
lpmxp2020.com;;exploit|malware;attackpage
kittrellglass.com;;exploit|malware;attackpage
watermanwebs.com;;exploit|malware;attackpage
xigushan.com;;exploit|malware;attackpage
2666120.com;;exploit|malware;malicious
china-zhenao.com;;exploit|malware;malicious
concerone.com;;exploit|malware;malicious
nationalsecuritydirect.com;;exploit|malware;attackpage
ytx360.com;;exploit|malware;malicious
ivavitavoratavit.com;;exploit|malware;attackpage
alex2006.friko.pl;;exploit|malware;attackpage
s-parta.za.pl;;exploit|malware;attackpage
virus-help.us;;exploit|malware;phishing
winner.us;;exploit|malware;phishing
5a8www.peoplepaxy.com;;exploit|malware;malicious
cylm.jh56.cn;;exploit|malware;malicious
0571zxw.com;;exploit|malware;malicious
ssartpia.or.kr;;exploit|malware;attackpage
avtobanka.ru;;exploit|malware;attackpage
avtobaraxlo.ru;;exploit|malware;attackpage
flipvine.com;;exploit|malware;attackpage
ads.mail3x.com;;exploit|malware;attackpage
uci.securesoft.info;;exploit|malware;attackpage
biggeorge.com;;exploit|malware;malicious
www.andrewmelchior.com;;exploit|malware;malicious
zagga.in;;exploit|malware;malicious
anzhuo6.com;;exploit|malware;malicious
igmarealty.ru;;exploit|malware;malicious
buyonshop.com;;exploit|malware;attackpage
inaltravel.ru;;exploit|malware;attackpage
iphonehackgames.com;;exploit|malware;attackpage
powerplanting.com;;exploit|malware;attackpage
athomenetwork.hu;;exploit|malware;attackpage
hosse-neuenburg.de;;exploit|malware;attackpage
kalibrium.ru;;exploit|malware;attackpage
vimusic.net;;exploit|malware;attackpage
jtti.net;;exploit|malware;attackpage
beautysane.ru;;exploit|malware;attackpage
3sixtyventure.com;;exploit|malware;malicious
remorcicomerciale.ro;;exploit|malware;attackpage
sahafci.com;;exploit|malware;attackpage
sarepta.com.ua;;exploit|malware;attackpage
se-group.de;;exploit|malware;attackpage
freewl.xinhua800.cn;;exploit|malware;attackpage
lady.qwertin.ru;;exploit|malware;attackpage
livefootball.ro;;exploit|malware;attackpage
xpxp06.com;;exploit|malware;attackpage
an4u.com;;exploit|malware;attackpage
rebisihut.com;;exploit|malware;attackpage
agronutrientes.com.mx;;exploit|malware;malicious
bohoth.com;;exploit|malware;attackpage
wyf003.cn;;exploit|malware;attackpage
best-med-shop.com;;exploit|malware;attackpage
brandschutztechnik-hartmann.de;;exploit|malware;malware
ckt4.cn;;exploit|malware;malicious
monidopo.bee.pl;;exploit|malware;attackpage
nt002.cn;;exploit|malware;malware
today-newday.cn;;exploit|malware;attackpage
zenitchampion.cn;;exploit|malware;attackpage
trafdriver.com;;exploit|malware;attackpage
caymanlandsales.com;;exploit|malware;malicious
jeikungjapani.com;;exploit|malware;iframe
rd.jiguangie.com;;exploit|malware;malicious
zimeks.com.mk;;exploit|malware;attackpage
rebotstat.com;;exploit|malware;iframe
firoznadiadwala.com;;exploit|malware;attackpage
ssbo98omin.rr.nu;;exploit|malware;malspam
wsxhost.net;;exploit|malware;attackpage
4analytics.ws;;exploit|malware;blacklisted
7speed.info;;exploit|malware;attackpage
directlinkq.cn;;exploit|malware;attackpage
3dpsys.com;;exploit|malware;malicious
365tc.com;;exploit|malware;blacklisted
adobe-update.com;;exploit|malware;malicious
blackry.com;;exploit|malware;malware
bowling.co.kr;;exploit|malware;attackpage
cfnmking.com;;exploit|malware;attackpage
dfdsfadfsd.com;;exploit|malware;attackpage
faloge.com;;exploit|malware;exploit
fdp-stjohann-ost.de;;exploit|malware;iframe
fffddd11.cn;;exploit|malware;malware
ffsi.info;;exploit|malware;iframe
foxionserl.com;;exploit|malware;malware
gclabrelscon.net;;exploit|malware;iframe
gogofly.cjb.net;;exploit|malware;maliciousjs
hi8.ss.la;;exploit|malware;malware
jsngupdwxeoa.uglyas.com;;exploit|malware;malspam
karlast.com;;exploit|malware;rogue
lolblog.cn;;exploit|malware;malicious
methuenedge.com;;exploit|malware;malware
mmexe.com;;exploit|malware;attackpage
ninjafy.com;;exploit|malware;attackpage
onthenetas.com;;exploit|malware;malspam
paysafecard.name;;exploit|malware;maliciousjs
pham.duchieu.de;;exploit|malware;attackpage
pornstar-candysue.de;;exploit|malware;attackpage
szdamuzhi.com;;exploit|malware;malicious
wielkilukwarty.pl;;exploit|malware;attackpage
xxi.ss.la;;exploit|malware;malware
